doi,refcodes,count,year,url,name_dicts,compound_dicts
10.1007/s11243-009-9289-6,['IQUBOM'],1,2009,https://link.springer.com/article/10.1007/s11243-009-9289-6,{},{}
10.1007/s11243-009-9292-y,['IQUCAZ'],1,2009,https://link.springer.com/article/10.1007/s11243-009-9292-y,"{'1': '(Et2H2oeo)', '2': 'Cu2(H2oeo)2(H2O)4', '3': '[(n-Bu)4N]4[Cu(Hoeo)2](H2O)4'}",{}
10.1007/s11243-009-9293-x,"['IQUCON', 'IQUCUT']",2,2009,https://link.springer.com/article/10.1007/s11243-009-9293-x,"{'L1': 'Zn(L1)(NO3)2(1)', 'L': '{[Zn(L2)(fumarate)]·DMF}n(3)'}","{'cyclam': ['1,4,8,11-tetraazacyclotetradecane'], 'H2bta': ['1,2,4,5-benzenetetracarboxylic'], 'H2btc': ['1,3,5-benzenetricarboxylic']}"
10.1007/s11243-009-9309-6,['XUZMAH'],1,2009,https://link.springer.com/article/10.1007/s11243-009-9309-6,{},{}
10.1007/s11243-010-9336-3,"['XABGOY', 'XABGUE']",2,2010,https://link.springer.com/article/10.1007/s11243-010-9336-3,"{'2a': 'C12H14N2O3', '4a': 'C12H13ClCuN2O3', '4b': 'C12H13BrCuN2O3'}","{'4a,b': ['(S)-6-(4-isopropyl-4,5-dihydro-1,3-oxazolin-2-yl)pyridine-2-carboxylates'], '2a–e': ['6-(4-alkyl-4,5-dihydro-1,3-oxazol-2-yl)pyridin-2-carboxylates'], '1a': ['(R)-6-[N-(1-hydroxybut-2-yl)carbamoyl]pyridine-2-carboxylate'], '1b': ['(S)-6-[N-(1-hydroxy-3-methylbut-2-yl)carbamoyl]pyridine-2-carboxylate'], '1c': ['(S)-6-[N-(1-hydroxy-4-methylpent-2-yl)carbamoyl]pyridine-2-carboxylate'], '1d': ['(S)-6-[N-(1-hydroxy-3,3-dimethylbut-2-yl)carbamoyl]pyridine-2-carboxylate'], '1e': ['(R)-6-[N-(1-hydroxy-2-phenyl-2-ethyl)carbamoyl]pyridine-2-carboxylate'], '2a': ['(R)-6-(4-ethyl-4,5-dihydro-1,3-oxazol-2-yl)pyridine-2-carboxylate'], '2b': ['(S)-6-(4-isopropyl-4,5-dihydro-1,3-oxazol-2-yl)pyridine-2-carboxylate'], '2c': ['(S)-6-(4-isobutyl-4,5-dihydro-1,3-oxazol-2-yl)pyridine-2-carboxylate'], '2d': ['(S)-6-(4-tert-butyl-4,5-dihydro-1,3-oxazol-2-yl)pyridine-2-carboxylate'], '2e': ['(R)-6-(4-phenyl-4,5-dihydro-1,3-oxazol-2-yl)pyridine-2-carboxylate'], '3a': ['(S)-6-(4-isopropyl-4,5-dihydro-1,3-oxazol-2-yl)pyridine-2-carboxylate'], '3b': ['(S)-6-(4-isopropyl-4,5-dihydro-1,3-oxazol-2-yl)pyridine-2-carboxylate'], '3c': ['(S)-6-(4-isopropyl-4,5-dihydro-1,3-oxazol-2-yl)pyridine-2-carboxylate']}"
10.1007/s11243-010-9338-1,['XABJOB'],1,2010,https://link.springer.com/article/10.1007/s11243-010-9338-1,{},{}
10.1007/s11243-010-9355-0,['XUZRIU'],1,2010,https://link.springer.com/article/10.1007/s11243-010-9355-0,"{'3': '[Co3(BTC)2]n', '1': '[Co2(H3BPTC)2(phen)2]', '2': '[Cu(dpa)(bipy)(H2O)]'}","{'H4BPTC': ['3,3′4,4′-benzophenone'], 'phen': ['1,10-phenanthroline'], 'DPA': ['1,1′-biphenyl-2,2′-dicarboxylate'], 'bipy': ['2,2′-bipyridine']}"
10.1007/s11243-010-9367-9,['XUZNIQ'],1,2010,https://link.springer.com/article/10.1007/s11243-010-9367-9,"{'1': 'Rh2(O2CC7H15)4', '2': 'Rh2(O2CC7H15)4(C5H5N)2'}","{'TiPB': ['2,4,6-triisopropylbenzoate']}"
10.1007/s11243-010-9385-7,"['JOCVAZ02', 'XABKIW', 'XABKUI', 'XABLAP']",4,2010,https://link.springer.com/article/10.1007/s11243-010-9385-7,{},"{'bpp': ['1,3-bis(pyridyl)propane'], 'ppa': ['N-(4-pyridinylmethyl)-4-pyridinecarboamide'], 'bpy': ['4,4′-bipyridine'], 'tdc': ['thiophene-2,5-dicarboxylate'], 'BDC': ['benzene-1,4-dicarboxylate'], 'H2dpa': ['1,1′-biphenyl-2,2′-dicarboxylic']}"
10.1007/s11243-010-9392-8,['NAFFOR'],1,2010,https://link.springer.com/article/10.1007/s11243-010-9392-8,{},"{'phen': ['1,10-phenanthroline'], 'H2L': ['1,3-adamantanedicarboxylic']}"
10.1007/s11243-010-9393-7,"['NAFGAE', 'NAFGEI', 'XOHTOE02']",3,2010,https://link.springer.com/article/10.1007/s11243-010-9393-7,"{'1': '[Mn(H2O)2(HBTC)·(H2O)]', '2': '[Mn(H2O)2(4,4′bipy)(HBTC)2]·(H4,4′bipy)2', '3': '[Mn(H2O)(HBTC)·(H2O)]'}","{'BTC': ['1,2,4-benzenetricarboxylate']}"
10.1007/s11243-010-9395-5,['NAFDUV'],1,2010,https://link.springer.com/article/10.1007/s11243-010-9395-5,{'2': '[Co(3-C5H4NPO3)(H2O)5]'},{'BTP': ['4-(3-bromothienyl)']}
10.1007/s11243-010-9400-z,"['NAFCOO', 'NAFCUU']",2,2010,https://link.springer.com/article/10.1007/s11243-010-9400-z,"{'1': '[Cu2(Hbidc)2(H2O)4·3H2O]n', '2': '[Cu(Hbidc)]n'}",{}
10.1007/s11243-010-9418-2,['ENEVEZ'],1,2010,https://link.springer.com/article/10.1007/s11243-010-9418-2,{'1': '{[Cu2(L)4(H2O)4](PWVI11WVO40)}·16H2O'},"{'L': ['N,N′-bis(4-pyridylformyl)piperazine']}"
10.1007/s11243-010-9421-7,['ENETOH'],1,2010,https://link.springer.com/article/10.1007/s11243-010-9421-7,{},{}
10.1007/s11243-010-9428-0,"['KAMNOD', 'KAMNUJ']",2,2010,https://link.springer.com/article/10.1007/s11243-010-9428-0,"{'2': '[(AgN3)2.phenz]', '1': '(C12H12AgN5)'}","{'1': ['1,2-bis(4-pyridyl)ethane,'], 'bpe': ['1,2-bis(4-pyridyl)ethane']}"
10.1007/s11243-010-9439-x,"['EYOYOH', 'EYOYUN']",2,2010,https://link.springer.com/article/10.1007/s11243-010-9439-x,"{'1': '[Cu2(L1)2(μ1,1,3-N3)2]n·2nH2O', '2': '[Cu4(L2)4(μ1,1-N3)2(μ1,1,3-N3)2]n', '3': '[Cu2(L3)2(μ1,1-N3)2]'}",{}
10.1007/s11243-010-9448-9,"['KAMLER', 'KAMLIV']",2,2010,https://link.springer.com/article/10.1007/s11243-010-9448-9,{},"{'H3PMTA': ['N-phosphonomethyl-1,3-thiazolidine-4-carboxylic']}"
10.1007/s11243-010-9454-y,"['EZAQAY', 'EZAQEC']",2,2011,https://link.springer.com/article/10.1007/s11243-010-9454-y,"{'1': '(H2bpp)[Ni2(bpp)2(H2O)4(P2W18O62)]·H2O', '2': '[Cu6(Hbpy)6(bpy)3(P2W18O62)2]·2H2O', '3': '(Him)5[Cu(im)2(P2W18O62)]·4H2O'}","{'bpp': ['1,3-bis'], 'bpy': ['4,4′-bipyridine']}"
10.1007/s11243-011-9466-2,"['EZATIJ', 'EZATOP']",2,2011,https://link.springer.com/article/10.1007/s11243-011-9466-2,"{'1': '[Mn(bpda)]n', '2': '[Mn(bpda)(bpy)0.5]n'}","{'H2bpda': ['1,1′-biphenyl-3,3′-dicarboxylic'], 'bpy': ['4,4′-bipyridine']}"
10.1007/s11243-011-9471-5,"['EYIVOY', 'EYIVUE']",2,2011,https://link.springer.com/article/10.1007/s11243-011-9471-5,"{'1': '[Ni(cpna)(phen)(H2O)]n', '2': '[Cd(cpna)(phen)(H2O)]n'}","{'phen': ['1,10-phenanthroline']}"
10.1007/s11243-011-9490-2,['EYOWUL'],1,2011,https://link.springer.com/article/10.1007/s11243-011-9490-2,"{'1': '[Ag(3-Me-5-Ph-tzH)2]NO3·3H2O', '2': '[Ag(3-Me-5-Ph-tz)]n'}","{'1': ['[Ag(3-Me-5-Ph-tzH)2]NO3·3H2O'], '2': ['[Ag(3-Me-5-Ph-tz)]n'], 'tz': ['1,2,4-triazolate']}"
10.1007/s11243-011-9501-3,"['DUPDEZ', 'DUPDID', 'DUPDOJ', 'DUPDUP', 'DUPFAX', 'DUPFEB']",6,2011,https://link.springer.com/article/10.1007/s11243-011-9501-3,{},"{'bip': ['1,4-bis(2-isonicotinoyloxyethyl)piperazine'], 'bpq': ['2,3-bis(pyridyl)quinoxaline']}"
10.1007/s11243-011-9505-z,"['EYUVEA', 'EYUVIE', 'EYUVOK', 'EYUVUQ']",4,2011,https://link.springer.com/article/10.1007/s11243-011-9505-z,"{'1': '[Zn(L)2(4bpy)(EtOH)2]∞', '2': '[Co(L)2(4bpy)(EtOH)2]∞', '3': '[Ni(L)2(4bpy)(EtOH)2]∞', '4': '[Cu(L)2(4bpy)(H2O)]∞'}","{'L': ['3,3-diphenylpropanoate'], '4bpy': ['4,4′-bipyridine']}"
10.1007/s11243-011-9506-y,"['EYUTOI', 'EYUTUO', 'EYUVAW']",3,2011,https://link.springer.com/article/10.1007/s11243-011-9506-y,"{'1': '[Mn(L1)(HL1)(Cl)]', '2': '[Mn(1,4-ndc)(HL1)]', '3': '[Mn3(cis-chdc)2(trans-chdc)(L2)2]'}","{'2': ['[Mn(1,4-ndc)(HL1)]'], 'HL1': ['1-(1H-imidazo[4,5-f][1,10]phenanthrolin-2-yl)naphthalen-2-ol'], 'L2': ['2-(4-fluorophenyl)-1H-imidazo[4,5-f][1,10]phenanthroline'], '1,4-ndc': ['1,4-naphthalenedicarboxylate'], 'chdc': ['1,4-cyclohexanedicarboxylate']}"
10.1007/s11243-011-9511-1,"['BIBBAR', 'BIBBEV']",2,2011,https://link.springer.com/article/10.1007/s11243-011-9511-1,"{'1': '[Tp*Ni(sub)]·EtOH', '2': '[Tp*Ni(ad)]·EtOH', '3': '[Tp*Ni(seb)(H2O)]', '4': '[Tp*Ni(μ-suc)NiTp*(MeOH)2]'}","{'Tp*': ['hydrotris(3,5-dimethylpyrazolyl)borate']}"
10.1007/s11243-011-9526-7,"['EYUQEV', 'EYUQIZ']",2,2011,https://link.springer.com/article/10.1007/s11243-011-9526-7,"{'1': '[Ag2(H2L)2](BF4)2·2H2O', '2': '{[Ag(H2L)](NO3)}n', '3': '[Cu2(H2L)4(SO4)2]·11H2O', '4': '{[Ag(H2L′)](BF4)}n'}",{}
10.1007/s11243-011-9545-4,['BEYPUQ01'],1,2011,https://link.springer.com/article/10.1007/s11243-011-9545-4,"{'1': '[Cu(2-O2Nbz)2(pca)2(H2O)2]', '2': '[Cu(3,5-(O2)2Nbz)2(pca)2(H2O)2]', '3': '[Cu(pyzCOO)2]n'}","{'1': ['2-nitrobenzoato', '2-nitrobenzoate'], '2': ['3,5-dinitrobenzoato', '3,5-dinitrobenzoate'], '2-O2Nbz': ['2-nitrobenzoate'], 'O2N)2bz': ['3,5-dinitrobenzoate'], 'RCOO': ['2-nitrobenzoate']}"
10.1007/s11243-011-9546-3,"['BEZMIE', 'BEZNIF']",2,2011,https://link.springer.com/article/10.1007/s11243-011-9546-3,"{'1': '[Co(DNBA)2(pbdmbm)]', '2': '[Co2(H2O)2(DNBA)2(ebdmbm)2]', '3': '[Co2(DNBA)2(pbbm)2]'}","{'pbdmbm': ['1,1′-(1,3-propanediyl)bis(5,6-dimethylbenzimidazole)'], 'ebdmbm': ['1,1′-(1,2-ethanediyl)bis(5,6-dimethylbenzimidazole)'], 'pbbm': ['1,1′-(1,3-propanediyl)bis(benzimidazole)']}"
10.1007/s11243-011-9548-1,"['LAZGOK', 'LAZGUQ']",2,2011,https://link.springer.com/article/10.1007/s11243-011-9548-1,"{'1': '{Cu5(HTTHA)2(H2O)10}n', '2': '{Cu2(H2TTHA)(phen)2}n'}","{'phen': ['1,10-phenanthroline']}"
10.1007/s11243-011-9550-7,"['LEWKAB', 'LEWKEF']",2,2011,https://link.springer.com/article/10.1007/s11243-011-9550-7,"{'1': '[Co1.5(PhCOO)3(bbbm)1.5(H2O)]n', '2': '[Co(chdc)(bbbm)]n'}","{'bbbm': ['1,1′-(1,4-butanediyl)bis-1H-benzimidazole'], 'H2chdc': ['1,4-cyclohexanedicarboxylic']}"
10.1007/s11243-011-9560-5,"['BEZDOB', 'BEZDUH']",2,2011,https://link.springer.com/article/10.1007/s11243-011-9560-5,"{'1': '{[MnII(ampyz)(H2O)[AgI2(CN)3][AgI(CN)2]]·ampyz}n', '2': '{[MnII(benzim)2[AgI(CN)2]2][(benzim)AgI(CN)]·H2O}n', 'I': '{FeII(3,5-Me2py)2[AgI2(CN)3][AgI(CN)2]}n', 'II': '{CdII(pyz)2[AgI2(CN)3][AgI(CN)2]}n', 'III': '{FeII(pmd)2[AgI2(CN)3][AgI(CN)2]}n'}","{'I': ['{FeII(3,5-Me2py)2[AgI2(CN)3][AgI(CN)2]}n'], 'ampyz': ['2-aminopyrazine'], '3,5-Me2py': ['3,5-dimethylpyridine']}"
10.1007/s11243-012-9581-8,"['BEZSEG', 'CIJWID']",2,2012,https://link.springer.com/article/10.1007/s11243-012-9581-8,"{'1': '[Co(C4H4O4)]n', '3': '[Co(HCOO)2.2H2O]n', '2': '[Zn(im)2(C4H4O4)]n'}",{}
10.1007/s11243-012-9582-7,"['TEWPES', 'TEWPIW', 'TEWPOC', 'TEWPUI']",4,2012,https://link.springer.com/article/10.1007/s11243-012-9582-7,"{'1': '[Ag2(bpe)2](bdc)·8H2O', '2': '[Ag2(bpe)2(da)]·4H2O', '3': '[Ag4(bpe)3(bptc)]·9H2O', '4': 'Ag(bpe)2(bpdc)2'}","{'bpy': ['4,4′-bipyridine'], 'dpe': ['1,2-di(4-pyridyl)ethylene'], 'H2pdc': ['pyridine-3,5-dicarboxylic'], 'H4bptc': ['3,3′4,4′-biphenyltetracarboxylic']}"
10.1007/s11243-012-9586-3,['CIJVAU'],1,2012,https://link.springer.com/article/10.1007/s11243-012-9586-3,"{'1': '[MnIIL2(MeOH)2]·[MnIVL2(OAc)2]·2(MeOH)', '2': '[MnIIIL2(μ-Cl)]n'}",{}
10.1007/s11243-012-9587-2,"['CIJQUJ', 'CIJRAQ', 'CIJREU']",3,2012,https://link.springer.com/article/10.1007/s11243-012-9587-2,"{'1': '[MnCl2(3-ppds)2]n', '2': '[Zn(NO3)2(3-ppds)]n', '3': '[Cu2(OAc)4(3-ppds)]n'}","{'1': ['[MnCl2(3-ppds)2]n'], '2': ['[Zn(NO3)2(3-ppds)]n'], '3': ['[Cu2(OAc)4(3-ppds)]n']}"
10.1007/s11243-012-9588-1,"['CIJPAO', 'CIJPIW', 'HAKFOQ01']",3,2012,https://link.springer.com/article/10.1007/s11243-012-9588-1,"{'1': '{[Co(H2bna)·(DMF)2·(H2O)2]·DMF}n', '2': '{[Mn(H2bna)·(DMF)2·(H2O)2]·DMF}n', '3': '{[Ni(H2bna)·(DMF)2·(H2O)2]·DMF}n'}","{'H4bna': ['2,2′-dihydroxy-[1,1′]-binaphthalene-3,3′-dicarboxylate']}"
10.1007/s11243-012-9595-2,"['VIGDEW', 'VIGDIA', 'VIGDOG', 'VIGDUM', 'VIGFAU', 'VIGFEY']",6,2012,https://link.springer.com/article/10.1007/s11243-012-9595-2,{},"{'bpe': ['1,2-bis(4-pyridyl)ethane'], 'H2bpdc': ['2,2′-bipyridine-3,3′-dicarboxylic'], 'H2bdc': ['1,3-benzenedicarboxylic']}"
10.1007/s11243-012-9608-1,"['PELSAC01', 'VIDYAK']",2,2012,https://link.springer.com/article/10.1007/s11243-012-9608-1,"{'1': '[Ni2(H2O)2(bipy)4(Hbipy)][AlW12O40]·7H2O', '2': '[Ni2Cl2(bipy)3(Hbipy)2][SiW12O40]·2.5H2O'}","{'bipy': ['4,4′-bipy']}"
10.1007/s11243-012-9610-7,['BEZYIQ'],1,2012,https://link.springer.com/article/10.1007/s11243-012-9610-7,{},{}
10.1007/s11243-012-9624-1,"['DICXUK', 'DICYAR']",2,2012,https://link.springer.com/article/10.1007/s11243-012-9624-1,"{'1': '[Cu(L)2]·(NO3)2', '2': '[Co(L)(chdc)]·2H2O'}","{'chdc': ['1,4-cyclohexanedicarboxylate'], 'L': ['1,3-bis-(5,6-dimethylbenzimidazole-1-yl-methylene)-benzene']}"
10.1007/s11243-012-9630-3,"['GICCOM', 'GICCUS', 'GICDAZ', 'GICDED', 'GICDIH']",5,2012,https://link.springer.com/article/10.1007/s11243-012-9630-3,"{'5': '{[Mn(BDC-I4)(MeOH)4](DMF)}n', '1': '{[Zn(BDC-I4)(MeOH)4](H2BDC-I4)(MeOH)2}n', '2': '{[Cd(BDC-I4)(MeOH)4](H2BDC-I4)(MeOH)2}n', '3': '{[Co(BDC-I4)(MeOH)4](H2BDC-I4)(MeOH)2}n', '4': '{[Mn(BDC-I4)(MeOH)4](H2BDC-I4)(MeOH)2}n'}",{}
10.1007/s11243-012-9638-8,['LEZFED'],1,2012,https://link.springer.com/article/10.1007/s11243-012-9638-8,{},"{'H2tp': ['1,4-benzenedicarboxylic']}"
10.1007/s11243-012-9642-z,"['DICDUQ', 'DICFAY']",2,2012,https://link.springer.com/article/10.1007/s11243-012-9642-z,"{'1': '[Cu(3-dpyb)(1,2,4-HBTC)(H2O)]·H2O', '2': '[Cu3(3-dpyb)3(SIP)2(H2O)8]·6H2O'}","{'1': ['[Cu(3-dpyb)(1,2,4-HBTC)(H2O)]·H2O'], '2': ['[Cu3(3-dpyb)3(SIP)2(H2O)8]·6H2O'], '3-dpyb': ['N,N’-bis(3-pyridinecarboxamide)-1,4-butane'], '1,2,4-H3BTC': ['1,2,4-benzenetricarboxylic'], 'H3SIP': ['5-sulfoisophthalic']}"
10.1007/s11243-012-9647-7,['DIDXOF'],1,2012,https://link.springer.com/article/10.1007/s11243-012-9647-7,{},{}
10.1007/s11243-012-9666-4,"['DIBNAF', 'DIBNEJ', 'DIBNIN']",3,2012,https://link.springer.com/article/10.1007/s11243-012-9666-4,{},"{'bpma': ['N,N′-bis(3-pyridylmethyl)amine']}"
10.1007/s11243-012-9671-7,"['DEYWEL', 'DEYWIP']",2,2012,https://link.springer.com/article/10.1007/s11243-012-9671-7,"{'1': '{[Co2(L1)2(btec)]·4H2O}n', '2': '[Co(L2)(btec)0.5(H2O)]n'}","{'L1': ['1,3-bis(5,6-dimethylbenzimidazole)propane'], 'btec': ['1,2,4,5-benzenetetracarboxylate'], 'L2': ['1,2-bis(5,6-dimethylbenzimidazole-1-ylmethyl)benzene']}"
10.1007/s11243-012-9673-5,"['DEZVEL', 'DEZVIP']",2,2012,https://link.springer.com/article/10.1007/s11243-012-9673-5,"{'1': '[Co(pydc)(L)]n', '2': '[Zn(pydc)(L)]n', '3': '{[Ni(pydc)(L)]·2H2O}n'}","{'L': ['N,N′,N″-tris(3-pyridyl)-1,3,5-benzenetricarboxamide'], 'H2pydc': ['2,6-pyridinedicarboxylic']}"
10.1007/s11243-012-9688-y,"['BUTGAZ01', 'DEYKID', 'DEYKOJ']",3,2013,https://link.springer.com/article/10.1007/s11243-012-9688-y,"{'1': '[Ag2(bpp)2](pdc)·8H2O', '2': '[Ag2(bpp)2(H2O)](oba)·5H2O', '3': '[Ag2(bpp)2(H2O)2](odpt)·2H2O'}","{'bpe': ['1,2-bis(4-pyridyl)ethane'], 'bpy': ['4,4′-bipyridine']}"
10.1007/s11243-013-9692-x,"['DEZLEB', 'DEZLIF']",2,2013,https://link.springer.com/article/10.1007/s11243-013-9692-x,"{'1': '[Co(L)(glu)]', '2': '[Co(L)(npht)]∙H2O'}","{'H2npht': ['3-nitrophthalic'], 'L': ['1,4-bis(5,6-dimethylbenzimidazol-1-ylmethyl)benzene'], 'phen': ['1,10-phenanthroline'], 'bix': ['1,4-Bis(imidazol-1-ylmethyl)benzene']}"
10.1007/s11243-013-9696-6,"['DEZXAJ', 'DEZXEN']",2,2013,https://link.springer.com/article/10.1007/s11243-013-9696-6,"{'1': '[Mn(N3)-2(3-Brpy)2(H2O)]2(3-Brpy)2', '2': '[Mn(N3)2-(3-Brpy)2]n', '3': '[Zn(N3)2(3-amino,2-chloropyridine)]n'}","{'1': ['[Mn(N3)-2(3-Brpy)2(H2O)]2(3-Brpy)2', '[Mn(N3)2(3-Brpy)2(H2O)]2(3-Brpy)2'], '2': ['[Mn(N3)2(3-Brpy)2]n', '[Mn(N3)2-(3-Brpy)2]n'], '3': ['[Zn(N3)2(3-amino,2-chloropyridine)]n'], '3-Brpy': ['3-bromopyridine'], 'L': ['3-(3′,5′-dimethyl-pyrazole)-6-Cl-pyridazine']}"
10.1007/s11243-013-9697-5,"['IDIFUY', 'IDIGAF', 'IDIGEJ', 'IDIGIN', 'IDIGOT']",5,2013,https://link.springer.com/article/10.1007/s11243-013-9697-5,"{'4': '[Hg(btap)Cl]n', '5': '{[Ag(btap)]·H2O}n', '1': '[Co(btap)2(H2O)2]n', '2': '[Zn(btap)2(H2O)2]n', '3': '[Cd(btap)2(H2O)2]n'}","{'btae−': ['1H-1,2,3-benzotriazole-1-acetate']}"
10.1007/s11243-013-9702-z,"['DEYSUX', 'DEYTAE']",2,2013,https://link.springer.com/article/10.1007/s11243-013-9702-z,"{'1': '{[Co(Hmt)2(tfbdc)(H2O)2]·(H2tfbdc)·(EtOH)2}n', '2': '{[Co(Hmt)(tfbdc)(H2O)2]·(H2O)2}n'}","{'H2tfbdc': ['2,3,5,6-tetrafluoroterephthalic']}"
10.1007/s11243-013-9705-9,['DICRUE'],1,2013,https://link.springer.com/article/10.1007/s11243-013-9705-9,{},"{'L': ['1,4-bis(imidazole)butane'], 'bdc': ['1,3-benzenedicarboxylate']}"
10.1007/s11243-013-9706-8,"['BETJAN01', 'DEZCAO', 'DEZCES', 'DEZCIW']",4,2013,https://link.springer.com/article/10.1007/s11243-013-9706-8,"{'1': '[Cu(L1)(H2O)]·H2O', '2': 'C28H34N2O8Zn2', '3': '[Co(L2)(H2O)]', '4': '[Ni(L2)(H2O)]'}",{}
10.1007/s11243-013-9710-z,"['DEXXIP', 'DEXXOV']",2,2013,https://link.springer.com/article/10.1007/s11243-013-9710-z,"{'1': '([Cd(4-nitro-1,2-BDC))(L)]', '2': '[Mn(1,3-BDC)(L)]'}","{'1': ['([Cd(4-nitro-1,2-BDC))(L)]', '[Cd(4-nitro-1,2-BDC)(L)]'], '2': ['[Mn(1,3-BDC)(L)]'], '4-nitro-1,2-BDC': ['4-nitro-1,2-benzenedicarboxylate'], '1,3-BDC': ['1,3-benzenedicarboxylate'], 'L': ['11-fluoro-dipyrido[3,2-a:2′,3′-c]phenazine']}"
10.1007/s11243-013-9711-y,"['DUKQAC01', 'YIHYOF', 'YIHYUL']",3,2013,https://link.springer.com/article/10.1007/s11243-013-9711-y,"{'1': '[Ag2(bpa)1.5(sda)0.5](sda)0.5·7H2O', '2': '[Ag2(bpa)2(H2O)3](dpadc)', '3': '[Ag2(bpy)2](ndc)·4H2O'}",{}
10.1007/s11243-013-9715-7,"['YIDDOG', 'YIDDUM']",2,2013,https://link.springer.com/article/10.1007/s11243-013-9715-7,{},{}
10.1007/s11243-013-9722-8,['FIMNOG'],1,2013,https://link.springer.com/article/10.1007/s11243-013-9722-8,"{'1': '{Ag2[4-NH2-3,5-(C6H11)2tz]2(NO3)2}', '2': '{Ag4[4-NH2-3,5-(C6H11)2tz]4(ClO4)2}(ClO4)2', '3': '{Ag[4-NH2-3,5-(C6H11)2tz]3}(ClO4)', '4': '{Ag3[3,5-(C6H11)2tz]2(NO3)}n'}","{'1': ['{Ag2[4-NH2-3,5-(C6H11)2tz]2(NO3)2}'], '2': ['{Ag4[4-NH2-3,5-(C6H11)2tz]4(ClO4)2}(ClO4)2'], '3': ['{Ag[4-NH2-3,5-(C6H11)2tz]3}(ClO4)'], 'tzH': ['4H-1,2,4-triazole'], '4-NH2-3,5-Me2-tz': ['4-amino-3,5-dimethyl-1,2,4-triazole'], '4-NH2-3,5-iPr2-tz': ['4-amino-3,5-diisopropyl-1,2,4-triazole'], '3,5-Ph2-tz': ['3,5-diphenyl-1,2,4-triazolate'], 'CF3)2-tz': ['3,5-di-trifluoromethyl-1,2,4-triazolate']}"
10.1007/s11243-013-9730-8,"['YIBVOW', 'YIBVUC']",2,2013,https://link.springer.com/article/10.1007/s11243-013-9730-8,"{'1': '{Co(bbbi)0.5(bm)(Hbtc)}n', '2': '{Ag2(bbbi)2(ntp)(H2O)·4H2O}n'}","{'bbbi': ['1,1-(1,4-butanediyl)bis-1H-benzimidazole'], 'H3btc': ['1,2,4-trimellitic'], 'H2ntp': ['2-nitroterephthalic']}"
10.1007/s11243-013-9738-0,"['HICKUB', 'HICLAI', 'HICLEM']",3,2013,https://link.springer.com/article/10.1007/s11243-013-9738-0,"{'1': '[Co(L)(1,2-BDC)(H2O)2]·2H2O', '2': '[Co(L)(1,4-BDC)(H2O)2]·2H2O', '3': '[Co(L)2(BTEC)0.5]·H2O'}","{'1': ['[Co(L)(1,2-BDC)(H2O)2]·2H2O'], '2': ['[Co(L)(1,4-BDC)(H2O)2]·2H2O'], 'L': ['N,N′-bis(pyridine-3-yl)pyridine-2,6-dicarboxamide'], '1,2-H2BDC': ['1,2-benzenedicarboxylic'], '1,4-H2BDC': ['1,4-benzenedicarboxylic'], 'H4BTEC': ['1,2,4,5-benzenetetracarboxylic']}"
10.1007/s11243-013-9743-3,"['TENTUD01', 'TENVAL01', 'VIJPIP', 'VIJPOV']",4,2013,https://link.springer.com/article/10.1007/s11243-013-9743-3,"{'1': 'Mn2(4,4-bpy)2(o-tol)4', '2': 'Mn2(4,4-bpy)2(m-tol)4', '3': 'Mn2(bpp)2(m-tol)4', '4': '{[Mn2(4,4-bpy)2(p-tol)4][Mn(4,4-bpy)2(H2O)2(p-tol)2]}·6H2O'}","{'1': ['Mn2(4,4-bpy)2(o-tol)4'], '2': ['Mn2(4,4-bpy)2(m-tol)4'], '4': ['{[Mn2(4,4-bpy)2(p-tol)4][Mn(4,4-bpy)2(H2O)2(p-tol)2]}·6H2O']}"
10.1007/s11243-013-9744-2,"['GUJTIP01', 'VIQQUJ']",2,2013,https://link.springer.com/article/10.1007/s11243-013-9744-2,{},"{'BTC3−': ['1,3,5-benzenetricarboxylate']}"
10.1007/s11243-013-9746-0,"['VIJNOT', 'VIJNUZ', 'VIJPAH', 'VIJPEL']",4,2013,https://link.springer.com/article/10.1007/s11243-013-9746-0,"{'1': '{[Cd2(mtms)(bpy)2(OAc)2]·H2O}n', '2': '{[Cd(mtms)(bpy)2(H2O)2]2·bpy·4H2O}n', '3': '{[Zn2(μ2-OH)(mtms)(bpy)3(H2O)]·ClO4·H2O}n', '4': '{[Co(mtms)2(bpy)(H2O)2]·[Co(bpy)2(H2O)4]·H2O}n'}","{'3': ['{[Zn2(μ2-OH)(mtms)(bpy)3(H2O)]·ClO4·H2O}n'], 'mmtz': ['1-methyl-5-mercapto-tetrazole']}"
10.1007/s11243-013-9747-z,"['VIJSOY', 'VIQQIX']",2,2013,https://link.springer.com/article/10.1007/s11243-013-9747-z,"{'1': '{[Ag3(stp)(apym)3]·2H2O}n', '2': '{[Ag2(Hstp)(dapym)2(H2O)]·H2O}n'}",{}
10.1007/s11243-013-9749-x,"['VIQPOC', 'VIQPUI']",2,2013,https://link.springer.com/article/10.1007/s11243-013-9749-x,"{'1': '{[Ag2(bbbm)2]·(Hbtc)}n', '2': '{[Ag2(mbim)2(Hsip)]·H2O}n'}","{'bbbm': ['N,N’-(1,4-butanediyl)bis-(benzimidazole)'], 'mbim': ['N,N′-(1,1-methyl)-bis-(imidazole)'], 'H3btc': ['1,3,5-benzenetricarboxylic'], 'H3sip': ['5-sulfoisophthalic']}"
